"Name","Url","DataSource","ExtractedDate","Firm_","Phone","Fax","Address","Contact","Position","Mobile_No_","PostalAddress","Email","Conditions","Maintenance_and_General_Works_Group","Traffic_Management_Services_contract_Groups","PrequalificationCategories","Letter","ABN_Found","ABNStatus","YearsInOperation","RegisteredDate","EntityType","RegisteredName","State"
"D'amico Family Trust &amp; Others**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/10e347d73eff18a2ca256d0a00075d4a?OpenDocument","Fresh","2026-01-21 15:58:29","Ratio Consultants Pty Ltd","(03) 9429 3111","(03) 9429 3011","Level 5, 65 Dover Street, CREMORNE VIC 3121","Miss Maxine Krause","Executive Assistant","0414 312 611","""As Above""&nbsp","maxinek@ratio.com.au","","","","DBS, DMR, DSD, PAM, PRN, PRS, PSAD, ROAD, TAR, TOF, TOS, TPF, TSD, TTF","D","93983380225","Active","17","2008-07-01","","Ratio Consultants","VIC"
"D &amp; S Traffic Control Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/466de4fdbd130a63ca25827200814e02?OpenDocument","Fresh","2026-01-21 15:58:29","D & S Traffic Control Pty Ltd","","","23 John Joseph Court , NARRE WARREN NORTH VIC 3804","Ms Dianna McLardy","Operations Manager","0499 416 516","""As Above"", &nbsp","dnstraffic@outlook.com.au","","","","","D","87620524567","Inactive","1","2024-06-25","","D & S TRAFFIC CONTROL PTY LTD","VIC"
"Dalton Consulting Engineers Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/07ada18257203620ca256d0a000740bf?OpenDocument","Fresh","2026-01-21 15:58:30","Dalton Consulting Engineers Pty Ltd","(03) 9813 7400","","Level 3, 678 Victoria Street, RICHMOND VIC 3121","Mr Jonathan McGrath","Senior Associate","0403 061 151","""As Above""&nbsp","info@dceng.com.au","Restriction on freeway design","","","CH, FD, H-COMPLEX, H-SIMPLE, ROAD, RR, SH, UR, WSRD","D","78429221049","Active","25","2000-03-20","","","VIC"
"Daly's Traffic Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/681451ac7fa562d6ca2573a00005804d?OpenDocument","Fresh","2026-01-21 15:58:30","Daly's Traffic Pty Ltd","(03) 9399 9524","(03) 93999692","5 Churchhill Street, WILLIAMSTOWN VIC 3016","Mr Alan littler","Operations Manager","0412 830 359","""As Above"", &nbsp","tcarrick@daly.net.au","","","","","D","47006739171","Active","25","2000-02-14","","DALY'S TRAFFIC PTY LTD","VIC"
"Data Audit Systems Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4b8f35b6c0de8b5fca2580de001430b1?OpenDocument","Fresh","2026-01-21 15:58:31","Data Audit Systems Pty Ltd","1300 793 740","( 07 ) 3009 0032","8 Champions Crescent, BROOKWATER QLD 4300","Mr Venu Duggappa -","Director","0421 556 465","""As Above"", &nbsp","venu@dataaudit.com.au","","","Traffic Data Collection: CCC - Classification Counts, COS - Observational Surveys, CSS - Speed Surveys, CTM - Turning Movements, CTT - Travel Time Counts","CCC, COS, CSS, CTM, CTT, TIME","D","62108870588","Active","21","2004-04-28","","Data Audit Systems Pty Ltd","QLD"
"Davbridge Constructions**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/92bd8f8281a5d741ca25848d0019f5ad?OpenDocument","Fresh","2026-01-21 15:58:32","Davbridge Properties Pty Ltd","","","60 Notar Drive, ORMEAU QLD 4208","Miss Renee Hend","Chief Financial Officer","","""As Above"", &nbsp","headoffice@davbridge.com.au","","","","B3, F050, R2","D","23065240002","Active","26","2000-01-05","","DAVBRIDGE PROPERTIES PTY LTD","QLD"
"David Lock Associates (Australia) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/67f59658531fe70cca257c2900139d48?OpenDocument","Fresh","2026-01-21 15:58:32","David Lock Associates (Australia) Pty Ltd","(03) 9682 8568","","Level 2/166 Albert Road, South Melbourne, VIC 3025","Ms Jessica Guirand","Assistant Planner","(03) 96821221","""As Above"", &nbsp","jessicag@dlaaust.com","","","","LAND, PSAD, PSAM, ST, USE","D","45080477523","Active","25","2000-03-18","","DAVID LOCK ASSOCIATES (AUSTRALIA) P/L","VIC"
"Davis, Naismith &amp; McGovern Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2ca22e227e1276ecca258a37000b60e4?OpenDocument","Fresh","2026-01-21 15:58:33","Davis, Naismith & McGovern Pty Ltd","03 9870 3022","03 9870 2827","43 Wantirna Road, RINGWOOD VIC 3134","Mr Anthony Askew","Director","0409 337 778","""As Above"", &nbsp","anthony@dnmconsulting.com","","","","H-SIMPLE, ROAD, RR, SH","D","88067531097","Active","26","1999-11-01","","DAVIS, NAISMITH & MCGOVERN PTY LTD","VIC"
"DC Projects Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/bcdfacea380d093eca256f93001ef925?OpenDocument","Fresh","2026-01-21 15:58:33","DC Projects Pty Ltd","(03) 5241 3707","(03) 5241 3315","4 Springvale Rise, HIGHTON VIC 3216","Mr Daryl Clyne","Managing Director","0409 438 053","PO BOX 860, BELMONT VIC 3216&nbsp","info@dcprojects.com.au","","Maintenance: Maintenance Bridges (M2-BW)","","B1, BW, F002, M2-BW, R1","D","31108933133","Active","21","2004-05-04","","DC PROJECTS PTY LTD","VIC"
"DDC Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/7e1be45cac05a092ca257ca60024d100?OpenDocument","Fresh","2026-01-21 15:58:34","DDC Pty Ltd","1300 781 182","(03) 9744 4687","80A O'Shanassy Street, Sunbury, VIC 3429","Mr Chris Tartaglia","Director","0438 233 595","P O Box 2348, Sunbury, VIC 3429&nbsp","Admin@ddcpl.com.au","","General Works: Guardfence (G2-GF)","","GF","D","74142197644","Inactive","13","2012-04-01","","DDC Pty Ltd","QLD"
"Decmil Southern Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ace63a9d58406e5cca2582260000dc59?OpenDocument","Fresh","2026-01-21 15:58:35","Decmil Southern Pty Ltd","+61 8 9208 8062","","Level 3, 850 Collins Street, DOCKLANDS VIC 3008","Mr Simon Barnes","Executive General Manager","+61 404 003 028","P O Box 23313, DOCKLANDS VIC 8012&nbsp","simon.barnes@decmil.com.au","","Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW); General Works: General Works-Minor (G1), Guardfence (G2-GF), Landscaping (G2-LS), Noise Wall (G2-NW), Sign Erection-Major (G2-SE)","","B4, BW, ERECTION-MAJOR, F150+, GF, LS, M2-BW, M2-PW, M2-RW, NW, PW, R5, RW, SE, SIGN, WALL, WORKS-MINOR","D","71005412466","Active","25","2000-04-01","","DECMIL SOUTHERN PTY LTD","WA"
"Decon Technologies Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/31b1e37a1f8b0228ca2580d700818721?OpenDocument","Fresh","2026-01-21 15:58:35","Decon Technologies Pty Ltd","(03) 8720 8100","","207 - 209 Colchester Road, KILYSYTH VIC 3137","Mr Grant Brain","National HSEQ Manager","0425 872 626","""As Above"", &nbsp","Technologies.Traffic@deconcorp.com.au","","","","","D","20113386959","Active","6","2019-03-28","","DECON TECHNOLOGIES PTY LTD","VIC"
"Delcon Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/0c18507d1ceffeb3ca257dfe00201e57?OpenDocument","Fresh","2026-01-21 15:58:36","Delcon Civil Pty Ltd","(03) 9770 8300","(03) 9770 8302","49 Colemans Road, CARRUM DOWNS VIC 3201","Mr David Harry","Managing Director","0408 302 602","P O Box 761, PATTERSON LAKES VIC 3197&nbsp","david.harry@delconcivil.com.au","","","","F015, R1","D","19120524530","Active","19","2006-07-03","","DELCON CIVIL PTY LTD","VIC"
"Delta Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/411cd6ebeb160692ca257de40019e4dc?OpenDocument","Fresh","2026-01-21 15:58:36","Delta Pty Ltd","(03) 9646 8277","","577 Plummer Street, PORT MELBOURNE VIC 3207","Mr Neville Williams","National Compliance Manager","0437 400 000","""As Above"", &nbsp","williams@deltagroup.com.au","","","","B1, F150+, R3","D","37363812857","Active","2","2023-08-07","","","NSW"
"Den Ouden Contracting Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d6a0be9e90920ed9ca257470007fa6f2?OpenDocument","Fresh","2026-01-21 15:58:37","Den Ouden Contracting Pty Ltd","(03) 5342 0857","(03) 5342 0118","138 Lacys Road, CAMBRIAN HILL VIC 3352","Mr Bill Den Ouden","Director","0418 508 386","PO BOX 345, SEBASTOPOL VIC 3356&nbsp","admin@denoudencontracting.com.au","","","","F002, R1","D","63104263658","Active","22","2003-04-01","","DEN OUDEN CONTRACTING PTY LTD","VIC"
"Denholm Constructions**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ac16482f26d09b5aca256d6b00229c25?OpenDocument","Fresh","2026-01-21 15:58:38","Greg Denholm Fencing Pty Ltd","","","3 Birch Road, WAGGA WAGGA NSW 2650","Mr Greg Denholm","Director","0428081637 or 0427565341","P O Box 6148, WAGGA WAGGA NSW 2650&nbsp","brady@denholmfencing.com.au","","General Works: Guardfence (G2-GF)","","GF","D","74090123916","Active","26","1999-11-01","","GREG DENHOLM FENCING PTY LTD","VIC"
"DePloy Management Solutions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d35c522bc8c5e7e5ca257abf00205830?OpenDocument","Fresh","2026-01-21 15:58:38","DePloy Management Solutions Pty Ltd","(03) 9879 7422","","Ringwood, VIC 3134,","","","","""As Above""&nbsp","reception@deployms.com.au","","","","","D","54108547799","Active","21","2004-03-30","","DEPLOY MANAGEMENT SOLUTIONS PTY LTD","VIC"
"Design Strada Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c1efdabc04fe5531ca257f1a0080862d?OpenDocument","Fresh","2026-01-21 15:58:39","Design Strada Pty Ltd","","","134 Fulham Road, ALPHINGTON VIC 3078","Mr Pat Toscano","Director","0409 878 159","""As Above"", &nbsp","design.strada@bigpond.com","Pre qualification for FD, RR & UR is conditional that Design Strada only undertake design development/investigation/design review for concept freeway or arterials road design, Prequalification does NOT cover designs to be issued for construction.","","","FD, ROAD, RR, UR","D","47076973558","Active","26","2000-01-12","","DESIGN STRADA PTY LTD","VIC"
"DGL Contractors Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b39f07d14ba279a3ca257bc6002ab4df?OpenDocument","Fresh","2026-01-21 15:58:39","DGL Contractors Pty Ltd","(03) 9310 5686","","1/34 Marshall Road, AIRPORT WEST VIC 3042","Mr Andrew Drake","Manager","0402 256 114","""As Above"", &nbsp","info@dglcon.com.au","Conditional upon the contractor not tendering on full bridge construction or large deck replacement contracts. B1 applies to bridge / large culvert maintenance.","Maintenance: Maintenance Bridges (M2-BW), Maintenance Works-Minor (M1)","","BW, M1, M2-BW, WORKS-MINOR","D","98079027035","Active","14","2012-01-01","","DGL CONTRACTORS PTY LTD","VIC"
"Directions Management &amp; Consulting Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/709e197a3b81a84cca256d0a00074191?OpenDocument","Fresh","2026-01-21 15:58:40","Directions Management & Consulting Pty Ltd","03 9482 2144","","568 Park St, CARLTON NORTH VIC 3054","Mr Paul Grover","Managing Director","","P O Box 221 , CARLTON NORTH VIC 3054&nbsp","","","","","FPD1, FPD2, M2, ND1, ND2, RM2","D","63080786214","Active","25","2000-02-25","","DIRECTIONS MANAGEMENT & CONSULTING PTY LTD","VIC"
"DLS Group Electrical Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4dfc484363f6aa5dca258b2b000d96da?OpenDocument","Fresh","2026-01-21 15:58:41","DLS Group Electrical Pty Ltd","03 9763 2244","03 9763 7033","5 Orville Court, Rowville Vic 3178","Mr David Howlett","Group General Manager","0419 520 615","PO Box 2506, Rowville Vic 3178&nbsp","david@dls-group.com","CONDITIONAL relates to prequal levels  - STCE ? Traffic Control Equipment , SCTV ?Closed Circuit Television, STS ? Traffic Signals, that the first three projects completed, must be reviewed by the ITS team to confirm that the works have been completed successfully and the works comply with the Department of Transport and Planning specifications and relevant Australian Standards.","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, STCE - Traffic Control Equipment, STCE 2 - Traffic Control Equipment 2, STS - Traffic Signals, STS1 - Traffic Signals Installation","SCTV, STCE, STS, STS1","D","74670305441","Active","2","2023-08-07","","DLS GROUP ELECTRICAL PTY LTD","VIC"
"DLS IT Systems**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ab715daa20d94f32ca256d5800020f29?OpenDocument","Fresh","2026-01-21 15:58:41","Detector Loop Services P/L","(03) 9763 2244","(03) 9763 7033","5 Orville Crt , ROWVILLE VIC 3178","Mr David Howlett","General Manager","0419 520 615","P.O. Box 2506 , ROWVILLE VIC 3178&nbsp","admin@detectorloop.com.au","","","Traffic Control Systems Supply & Maintenance; a: SVDL - Vehicle Detection Loops","SVDL","D","58092535236","Active","25","2000-04-19","","DETECTOR LOOP SERVICES PTY. LTD.","VIC"
"Doherty's Drainage**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b1272c6d4db792d8ca257c5b0075c7eb?OpenDocument","Fresh","2026-01-21 15:58:42","P. & M. Doherty Pty. Ltd.","","","103 Metrolink Circuit, Campbellfield VIC 3061","Mr Paul Doherty","Managing Director","0418 334 618","P O Box 144, Lower Plenty, VIC 3093&nbsp","paul@dohertysdrainage.com.au","","","","B1, F002","D","82007075014","Active","25","2000-03-16","","P. & M. DOHERTY PTY. LTD.","VIC"
"Dome Traffic Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/0a229646613636a8ca2577500026fc14?OpenDocument","Fresh","2026-01-21 15:58:43","Dome Traffic Pty Ltd","(03) 8746 9000","(03) 8746 9111","75 Spavin Drive, Sunbury VIC 3429","Mr Fred Reinking","Operations Managerr","0418 397 907","PO Box 38, SUNBURY VIC 3429&nbsp","traffic@domesecurity.com.au","","","","","D","87143981328","Active","15","2010-06-01","","DOME TRAFFIC PTY LTD","VIC"
"Dominion Property Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4e0f4cd75f16befeca257c5500089453?OpenDocument","Fresh","2026-01-21 15:58:43","Dominion Property Group Pty Ltd","( 03 ) 8199 7909...","( 03 ) 8199 7999...","Scottish House, Level 4, 90 William Street, Melbourne Vic 3000","Mr Tim Fallaw","Managing Director","0413 317 339","""As Above"", &nbsp","admin@dominionpg.com","","","","CF, EES, EESM, EESW, EPM, LAND, LU, PAR, PSA, PSAD, PSAM, ST, USE","D","53122440322","Inactive","16","2009-11-30","","DOMINION PROPERTY GROUP PTY. LTD.","VIC"
"Doran Earthmoving Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/02764caefbca257aca25734e0026f407?OpenDocument","Fresh","2026-01-21 15:58:44","Doran Earthmoving Pty Ltd","(03) 5460 5674","(03) 5460 4886","5 Rowes Lane, BOWENVALE VIC 3465","Mr Craig Doran","Director","0429 605 674","""As Above"", &nbsp","doranearth@bigpond.com","","Maintenance: Maintenance Works-Minor (M1)","","F002, M1, R1, WORKS-MINOR","D","98005695358","Active","25","2000-05-03","","DORAN EARTHMOVING PTY LIMITED","VIC"
"Douglas Partners Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c4cfc3c4ed720cdeca256d0a00074203?OpenDocument","Fresh","2026-01-21 15:58:44","Douglas Partners Pty Ltd","(03) 9673 3500","(03) 9673 3599","231 Normanby Road, South Melbourne VIC 3205","Mr Greg Anderson","Branch Manager","0403 242 476","P O Box 5051, South Melbourne VIC 3205&nbsp","melbourne@douglaspartners.com.au","","","","AND, DES, FPD1, FPD2, GT, GT-DES, GT-GWH, GT-INV, GT-PRE, GT-PST, GWH, INV, M1, ND1, ND2, PILE, PRE, PST, PT1, PT2, RM1","D","75053980117","Active","25","2000-03-28","","DOUGLAS PARTNERS PTY LTD","NSW"
"Downer EDI Works Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1c8085b16e26fb7aca256eaf000bfe37?OpenDocument","Fresh","2026-01-21 15:58:45","Downer EDI Works Pty Ltd","03 9278 5100","N/A","Level 2, Tower 3, Triniti Business Campus, 39 Delhi Road, NORTH RYDE NSW 2113","Mr Theo Tekmeridis","Contract Manager","0458 914 346","Level 10, 567 Collins Street, MELBOURNE VIC 3000&nbsp","theo.tekmeridis@dmroads.com.au","","Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW); General Works: Guardfence (G2-GF), Road Surfacing Asphalt (G2-RSA), Road Surfacing Sprayed Seal (G2-RSS), Surface Texturing-Water (G2-STW)","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2, STS - Traffic Signals, STS1 - Traffic Signals Installation, STS2 - Traffic Signals Maintenance","B2, BW, F150+, GF, M2-BW, M2-PW, M2-RW, PW, R3, ROAD, RSA, RSS, RW, SCTV, SEAL, SSLC, STCE, STS, STS1, STS2, STW, TEXTURING-WATER","D","66008709608","Active","25","2000-03-24","","DOWNER EDI WORKS PTY LTD","NSW"
"DPJ Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/779d1ca7e45781d3ca2588160020d190?OpenDocument","Fresh","2026-01-21 15:58:46","DPJ Civil Pty Ltd","","","24 Jewell Court, BENDIGO VIC 3550","Mr Evan Jenkins","Director","0477 990 229","""As Above"", &nbsp","info@dpjcivil.com.au","","","","F020, R2","D","70069769964","Active","10","2015-07-01","","DPJ CIVIL PTY LTD","VIC"
"DPM Consulting Group**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/54a0ef6b25e01eb9ca2580e3000022b8?OpenDocument","Fresh","2026-01-21 15:58:46","Dennis, Price & Miller Pty Ltd","(03) 9538 5000","(03) 9538 5050","22 Buisness Park Drive, NOTTING HILL VIC 3168","Mr Morgan Cole","Principal Engineer","0447 715 343","""As Above"", &nbsp","consulting@dpmvic.com.au","Cannot conduct landscape design or provide advice on the landscape component of maintenance plans associated with WSRD","","","H-SIMPLE, ROAD, RR, SH, UR, WSRD","D","47006550803","Active","25","2000-05-12","","DENNIS, PRICE & MILLER","VIC"
"Draper's Civil Contracting Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e73ea23e0a7fc25aca256d0b0016e4e0?OpenDocument","Fresh","2026-01-21 15:58:47","Draper's Civil Contracting Pty Ltd","(03) 5248 2744","","54-56 Leather Street, BREAKWATER VIC 3219","Mr Peter Ficca","Joint General Manager","0409 524 428","PO Box 287, BELMONT VIC 3216&nbsp","pficca@draperscivilcontracting.com.au","","","","B1, F050, R2","D","64006741288","Active","25","2000-03-04","","DRAPER'S CIVIL CONTRACTING PTY. LTD.","VIC"
"Drouin Tree Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/0fc0cb58b39e6b52ca257d430020cda2?OpenDocument","Fresh","2026-01-21 15:58:47","Drouin Tree Services Pty Ltd","(03) 5625 3125","(03) 5625 3125","410 Main Neerim Road, DROUIN WEST VIC 3818","Mr Jason Ryan","Director - Owner","0419 592 757","P O Box 2014, DROUIN VIC 3818&nbsp","admin@drouintreeservices.com.au","","","","","D","46128836153","Active","18","2007-12-10","","Drouin Tree Services Pty Ltd","VIC"
"DT Infrastructure Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a0958a31387f1702ca258a1c0022de99?OpenDocument","Fresh","2026-01-21 15:58:48","DT Infrastructure Pty Ltd","","","Level 6, 60 Martin Place, SYDNEY NSW 2000","Mr Simon Bradbury","Chief Officer - Strategy","0400 816 132","Level 11, 135 Coronation Drive, MILTON QLD 4064&nbsp","bradbury@downergroup.com","","","","B4, F150+, R5","D","39665782730","Active","2","2023-02-16","","DT INFRASTRUCTURE PTY LTD","QLD"
"Duggan Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/0ae350fbaf46bf79ca258367000fe9e9?OpenDocument","Fresh","2026-01-21 15:58:48","Duggan Civil Pty Ltd","","","9 McIntyre Court, WARRNAMBOOL VIC 3280","Mr Alan Duggan","Director","0407 074 936","PO Box 205, WARRNAMBOOL VIC 3280&nbsp","admin@duggancivil.com.au","","","","F002, R1","D","53606577057","Active","10","2015-06-23","","DUGGAN CIVIL PTY LTD","VIC"
"Dundrum Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/19897597037a06ecca258a4500802784?OpenDocument","Fresh","2026-01-21 15:58:49","Dundrum Civil Pty Ltd","07 3271 4455","","62 Teraba Street , RICHLANDS QLD","Mr Brian Masterson","Project Manager","0467 486 758","""As Above"", &nbsp","brian.masterson@dundrum.com.au","","","","B1, F075, R1","D","75169498300","Active","11","2014-05-19","","DUNDRUM CIVIL PTY LTD","QLD"
